dataset,column,demo_group,data_category,assigned_role,pin,unit,used_in_views,dtype,fill_pct,n_distinct,numeric_pct,note,field_explanation
horticulture_apmip,Previous_DryLand,Land,Land/Survey,measure,,,,float64,100.0,218,100.0,,Previous dry land area
horticulture_apmip,Previous_WetLand,Land,Land/Survey,dim,,,,str,100.0,10,0.0,Land column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Previous wet land area
horticulture_apmip,Pumping_Duration,Identity,Water/Power,excluded_pii,,,,float64,100.0,566,100.0,Identity: not a demographic attribute,Pumping duration (hours)
horticulture_apmip,Pumping_Duration_Consant,Identity,Water/Power,excluded_pii,,,,float64,100.0,565,100.0,Identity: not a demographic attribute,Constant pumping duration
horticulture_apmip,RI_Status_Code,Status,Inspection,dim,,,,str,100.0,3,0.0,,Random inspection status code
horticulture_apmip,Ration_Card,Identity,Farmer Identity,excluded_pii,,,,str,100.0,567,0.0,Identity: personal identifier,Ration card number
horticulture_apmip,Recommended_For_Payment,Benefit/Amount,Banking/Payment,dim,,,,str,100.0,2,0.0,Benefit/Amount column holding a 2-value categorical (0.0% numeric) - re-roled to dim,Recommended for payment (Yes/No)
horticulture_apmip,ReleasedAccountNo,Bank/DBT,Land/Survey,excluded_bank,,,,str,100.0,567,100.0,Bank/DBT group — payment-instrument PII,Released to account number
horticulture_apmip,STATUSCODE,Status,Audit/Status,dim,,,,str,100.0,3,0.0,,Status/flag field
horticulture_apmip,SUBSIDYFLAG,Benefit/Amount,Financial/Subsidy,measure,,,,int64,100.0,536,100.0,,Subsidy-related field
horticulture_apmip,SUBSIDY_CATEGORY,Benefit/Amount,Farmer Identity,measure,,,,int64,100.0,532,100.0,,Subsidy category
horticulture_apmip,SUBSIDY_PATTERN,Benefit/Amount,Financial/Subsidy,measure,,,,int64,100.0,551,100.0,,Subsidy pattern
horticulture_apmip,SanctionProceedingDate,Benefit/Amount,Proceedings/Orders,temporal_dim,,,,str,100.0,425,0.0,Benefit/Amount column holding ISO dates (100.0% parse) - re-roled to temporal,Sanction proceeding date
horticulture_apmip,Season_Of_Assessment,Crop/Activity,Crop/Horticulture,dim,,,,str,100.0,2,0.0,,Season Of Assessment — Horticulture/MIP operational field
horticulture_apmip,Social Status,Status,Farmer Identity,dim,,,,str,100.0,4,0.0,,Social status
horticulture_apmip,Spouse_Name,Identity,Farmer Identity,excluded_pii,,,,str,100.0,36,0.0,Identity: personal identifier,Spouse name
horticulture_apmip,Status,Status,Audit/Status,dim,status,,view1_scheme_benefits; view6_horti_pipeline,str,100.0,3,0.0,,Status
horticulture_apmip,Status_Code,Status,Audit/Status,dim,,,,str,100.0,3,0.0,,Status code
horticulture_apmip,Status_Description,Status,Audit/Status,dim,,,,str,100.0,3,0.0,,Status description
horticulture_apmip,SubsidyAmt,Benefit/Amount,Financial/Subsidy,measure,benefit,INR,view1_scheme_benefits; view6_horti_pipeline,float64,100.0,567,100.0,,Subsidy amount
horticulture_apmip,Subsidy_Rlsd,Benefit/Amount,Financial/Subsidy,measure,,,view6_horti_pipeline,float64,100.0,463,100.0,,Subsidy released
horticulture_apmip,Survey_No,Land,Land/Survey,excluded_nonnumeric,,,,str,100.0,567,0.0,Land column only 0.0% numeric - not usable as a measure,Survey number
horticulture_apmip,TotalLandAcres,Land,Land/Survey,measure,,,,float64,100.0,362,100.0,,Total land (acres)
horticulture_apmip,Total_Subsidy,Benefit/Amount,Financial/Subsidy,measure,,,,float64,100.0,567,100.0,,Total subsidy amount
horticulture_apmip,TrenchStatus,Status,Audit/Status,dim,,,,str,100.0,3,0.0,,Status/flag field
horticulture_apmip,Variety_Code,Crop/Activity,Crop/Horticulture,dim,,,,float64,100.0,566,100.0,,Variety Code — Horticulture/MIP operational field
horticulture_apmip,Village,Geography,Farmer Identity,dim,,,,str,100.0,36,0.0,,Village geographic field
horticulture_apmip,VillageId,Geography,Farmer Identity,dim,,,,str,100.0,10,0.0,,Village ID
horticulture_apmip,Village_Code,Geography,Farmer Identity,dim,,,,int64,100.0,36,100.0,,Village code
horticulture_apmip,Village_Id,Geography,Farmer Identity,dim,,,,int64,100.0,567,100.0,,Village ID
horticulture_apmip,Village_Name,Geography,Farmer Identity,dim,,,,str,100.0,36,0.0,,Village name
horticulture_apmip,Year,Crop/Activity,Temporal,dim,,,,int64,100.0,4,100.0,,Year
horticulture_apmip,Year_Of_Subsidy,Benefit/Amount,Financial/Subsidy,measure,,,,int64,100.0,4,100.0,,Year of subsidy
markfed,AADHAAR,Identity,Farmer Identity,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Farmer Aadhaar/unique ID (12-digit biometric identity)
markfed,AADHAAR_NAME,Identity,Farmer Identity,excluded_pii,,,,str,100.0,367,0.0,Identity: personal identifier,Farmer/beneficiary name
markfed,AADHAAR_NO,Identity,Farmer Identity,key_aadhaar,aadhaar,,view1_scheme_benefits; view7_input_to_market,str,100.0,646,100.0,,Farmer Aadhaar/unique ID (12-digit biometric identity)
markfed,AADHAAR_NUMBER,Identity,Farmer Identity,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Farmer Aadhaar/unique ID (12-digit biometric identity)
markfed,AADHAAR_REFERENCE_CODE,Identity,Farmer Identity,excluded_pii,,,,str,100.0,10,100.0,Identity: personal identifier,Code/classification
markfed,AADHAAR_REFERENCE_ID,Identity,Farmer Identity,excluded_pii,,,,str,100.0,10,100.0,Identity: personal identifier,Identifier/reference key
markfed,AADHARNO,Identity,Farmer Identity,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Farmer Aadhaar/unique ID (12-digit biometric identity)
markfed,AADHAR_IMG_APRVL_REASON,Identity,Farmer Identity,excluded_pii,,,,str,100.0,1086,100.0,Identity: personal identifier,Aadhar Img Aprvl Reason — operational field
markfed,AADHAR_NAME,Identity,Farmer Identity,excluded_pii,,,,str,100.0,367,0.0,Identity: personal identifier,Farmer/beneficiary name
markfed,AADHAR_NO,Identity,Farmer Identity,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Farmer Aadhaar/unique ID (12-digit biometric identity)
markfed,AADHAR_NUM,Identity,Farmer Identity,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Farmer Aadhaar/unique ID (12-digit biometric identity)
markfed,AADHAR_NUMBER,Identity,Farmer Identity,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Farmer Aadhaar/unique ID (12-digit biometric identity)
markfed,AADHAR_STATUS,Identity,Farmer Identity,excluded_pii,,,,str,100.0,3,0.0,Identity: personal identifier,Status field
markfed,ACCEPTED_QUANTITY,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,ACCOUNT_CODE,Bank/DBT,Payment/Banking,excluded_bank,,,,str,100.0,10,100.0,Bank/DBT group — payment-instrument PII,Code/classification
markfed,ACCOUNT_NO,Bank/DBT,Payment/Banking,excluded_bank,,,,str,100.0,646,100.0,Bank/DBT group — payment-instrument PII,Bank account number (farmer/beneficiary/corporate)
markfed,ACCOUNT_NUMBER,Bank/DBT,Payment/Banking,excluded_bank,,,,str,100.0,646,100.0,Bank/DBT group — payment-instrument PII,Bank account number (farmer/beneficiary/corporate)
markfed,ACCOUNT_NUMBR,Bank/DBT,Payment/Banking,excluded_bank,,,,str,100.0,646,100.0,Bank/DBT group — payment-instrument PII,Bank account number (farmer/beneficiary/corporate)
markfed,ACKMOWLEDGEMENT_QUANTITY,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,ACK_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,ACTIVE_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Record/workflow status
markfed,ACTUAL_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,965,100.0,,Monetary amount (INR)
markfed,ACTUTAL_QUANTITY_KGS,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Procurement quantity (kg/MT/quintals)
markfed,ADD_BANK_STATUS,Status,Payment/Banking,dim,,,,str,100.0,3,0.0,,Status field
markfed,ALERT_PRICE_UPDATE_COM_ID,Benefit/Amount,Paddy/Rice,temporal_dim,,,,str,100.0,738,0.0,Benefit/Amount column holding ISO dates (100.0% parse) - re-roled to temporal,Date/timestamp field
markfed,ALLOTMENT_APPROVAL_STATUS,Status,Procurement/Quality,dim,,,,str,100.0,3,0.0,,Status field
markfed,ALLOTTED_QUANTITY,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,100,100.0,,Allotted/release order quantity
markfed,ALLOT_QUANTITY,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,100,100.0,,Allotted/release order quantity
markfed,AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,float64,100.0,1086,100.0,,Monetary amount (INR)
markfed,AMOUNT_IN_RS,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,977,100.0,,Monetary amount (INR)
markfed,AMOUNT_IN_RS_OLD,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,980,100.0,,Amount In Rs Old — operational field
markfed,AMOUNT_PAID,Benefit/Amount,Payment/Banking,measure,benefit,INR,view1_scheme_benefits; view4_markfed_procurement; view7_input_to_market,float64,100.0,1086,100.0,,Amount paid to farmer
markfed,AMOUNT_PAID_FARMERS,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,991,100.0,,Amount paid to farmer
markfed,AMOUNT_PAISA,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,987,100.0,,Amount Paisa — operational field
markfed,AMOUNT_WORDS,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,985,100.0,,Amount Words — operational field
markfed,APPROVAL_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Record/workflow status
markfed,APPROVED_BY,Status,Workflow/Status,dim,,,,str,100.0,10,0.0,,Approval details (who/when)
markfed,APPROVED_BY_MD,Status,Workflow/Status,dim,,,,str,100.0,10,0.0,,Approval/rejection workflow field
markfed,APPROVED_DATE,Status,Workflow/Status,dim,,,,str,100.0,731,0.0,,Approval details (who/when)
markfed,APPROVED_ON,Status,Workflow/Status,dim,,,,str,100.0,745,0.0,,Approval details (who/when)
markfed,APPROVED_PRICE,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,965,100.0,,Procurement price (MSP or bid price per MT/quintal)
markfed,APPROVED_REJECTED_ON,Status,Workflow/Status,dim,,,,str,100.0,742,0.0,,Date/timestamp field
markfed,APPROVED_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Record/workflow status
markfed,APPROVE_REJECT_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,APPROVE_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Record/workflow status
markfed,APRROVAL_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,AREA,Land,Land/Revenue,measure,,,,float64,100.0,529,100.0,,Land extent/area in acres
markfed,AREA_IN_ACRES,Land,Land/Revenue,measure,landholding,acres,view1_scheme_benefits,float64,100.0,370,100.0,,Land extent/area in acres
markfed,ASSAYING_APPROVED_REJECTED,Status,Procurement/Quality,dim,,,,str,100.0,10,0.0,,Quality assaying status/approval
markfed,ASSAYING_STATUS,Status,Procurement/Quality,dim,,,,str,100.0,3,0.0,,Quality assaying status/approval
markfed,ASSESTS_SUBSIDY,Benefit/Amount,General,measure,,,,int64,100.0,976,100.0,,Assests Subsidy — operational field
markfed,ATR_RAISE_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,AUTH_MOBILE_NO,Identity,Authentication,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Reference number
markfed,AUTH_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,BAGS,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,100,100.0,,Number of bags (procurement/distribution unit)
markfed,BAG_FAQ_STATUS,Status,Procurement/Quality,dim,,,,str,100.0,3,0.0,,Status field
markfed,BAG_PRICE,Benefit/Amount,Procurement/Quality,measure,,,,int64,100.0,976,100.0,,Price/rate/cost field
markfed,BAG_PRICE_GST_EXCEL,Benefit/Amount,Procurement/Quality,measure,,,,int64,100.0,988,100.0,,Price/rate/cost field
markfed,BAG_QR_STATUS,Status,Procurement/Quality,dim,,,,str,100.0,3,0.0,,Status field
markfed,BAG_QUANTITY,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,100,100.0,,Number of bags (procurement/distribution unit)
markfed,BAG_WEIGHT,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,100,100.0,,Bag weight/capacity
markfed,BALANCE_DISPATCH_QUANTITY,Produce/Qty,Dispatch/Logistics,measure,,,,int64,100.0,985,100.0,,Dispatched quantity
markfed,BALANCE_RO_QUANTITY,Produce/Qty,General,measure,,,,int64,100.0,990,100.0,,Quantity/bags field
markfed,BALES1,Produce/Qty,Cotton,measure,,,,int64,100.0,99,100.0,,Bales1 — operational field
markfed,BALES2,Produce/Qty,Cotton,measure,,,,int64,100.0,100,100.0,,Bales2 — operational field
markfed,BALES3,Produce/Qty,Cotton,measure,,,,int64,100.0,100,100.0,,Bales3 — operational field
markfed,BALE_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,982,100.0,,Monetary amount
markfed,BANK,Bank/DBT,Payment/Banking,excluded_bank,,,,str,100.0,7,0.0,Bank/DBT group — payment-instrument PII,Banking field
markfed,BANK_ACCOUNT_NO,Bank/DBT,Payment/Banking,excluded_bank,,,,str,100.0,646,100.0,Bank/DBT group — payment-instrument PII,Bank account number (farmer/beneficiary/corporate)
markfed,BANK_GURANTE_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,969,100.0,,Monetary amount
markfed,BANK_IFSC,Bank/DBT,Payment/Banking,excluded_bank,,,,str,100.0,646,0.0,Bank/DBT group — payment-instrument PII,Bank IFSC code
markfed,BANK_LINKED_STATUS,Status,Payment/Banking,dim,,,,str,100.0,3,0.0,,Status field
markfed,BANK_PULLED_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,979,100.0,,Monetary amount
markfed,BASIC_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,980,100.0,,Monetary amount (INR)
markfed,BASIC_BAGS_AMOUNT,Benefit/Amount,Procurement/Quality,measure,,,,int64,100.0,981,100.0,,Monetary amount
markfed,BASIC_PRICE,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,969,100.0,,Procurement price (MSP or bid price per MT/quintal)
markfed,BASIC_P_PRICE,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,984,100.0,,Price/rate/cost field
markfed,BASIC_SUTHALI_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,987,100.0,,Monetary amount
markfed,BASIC_S_PRICE,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,979,100.0,,Price/rate/cost field
markfed,BENEFCIARY_ACCOUNT_TYPE,Bank/DBT,Payment/Banking,excluded_bank,,,,int64,100.0,100,100.0,Bank/DBT group — payment-instrument PII,Type/category
markfed,BENEFICIARY_AADHAAR_NUMBER,Identity,Farmer Identity,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Reference number
markfed,BENEFICIARY_ACCOUNT_NAME,Identity,Payment/Banking,excluded_pii,,,,int64,100.0,100,100.0,Identity: personal identifier,Farmer/beneficiary name
markfed,BENEFICIARY_ACCOUNT_NO,Bank/DBT,Payment/Banking,excluded_bank,,,,str,100.0,646,100.0,Bank/DBT group — payment-instrument PII,Bank account number (farmer/beneficiary/corporate)
markfed,BENEFICIARY_ACCOUNT_NUMBER,Bank/DBT,Payment/Banking,excluded_bank,,,,str,100.0,646,100.0,Bank/DBT group — payment-instrument PII,Bank account number (farmer/beneficiary/corporate)
markfed,BENEFICIARY_ACCOUNT_NUUMBER,Bank/DBT,Payment/Banking,excluded_bank,,,,int64,100.0,100,100.0,Bank/DBT group — payment-instrument PII,Beneficiary Account Nuumber — operational field
markfed,BENEFICIARY_ACC_HOLDERS_NAME,Identity,Payment/Banking,excluded_pii,,,,str,100.0,120,0.0,Identity: personal identifier,Name/label field
markfed,BENEFICIARY_BANK_IFSC_CODE,Bank/DBT,Payment/Banking,excluded_bank,,,,str,100.0,646,0.0,Bank/DBT group — payment-instrument PII,Bank IFSC code
markfed,BENEFICIARY_BANK_NAME,Identity,Payment/Banking,excluded_pii,,,,str,100.0,120,0.0,Identity: personal identifier,Bank name
markfed,BENEFICIARY_IFSC_CODE,Bank/DBT,Payment/Banking,excluded_bank,,,,str,100.0,646,0.0,Bank/DBT group — payment-instrument PII,Bank IFSC code
markfed,BENEFICIARY_MOBILE,Identity,General,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Communication/notification field
markfed,BENEFICIARY_MOBILE_NUMBER,Identity,General,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Reference number
markfed,BENEFICIARY_NAME,Identity,Farmer Identity,excluded_pii,,,,str,100.0,367,0.0,Identity: personal identifier,Farmer/beneficiary name
markfed,BENEF_ACCOUNT_NUMBER,Bank/DBT,Payment/Banking,excluded_bank,,,,str,100.0,646,100.0,Bank/DBT group — payment-instrument PII,Bank account number (farmer/beneficiary/corporate)
markfed,BENE_BANK_BRANCH_NAME,Bank/DBT,Payment/Banking,excluded_bank,,,,str,100.0,120,0.0,Bank/DBT group — payment-instrument PII,Name/label field
markfed,BEN_ACCOUNT_HOLDER_NAME,Bank/DBT,Payment/Banking,excluded_bank,,,,int64,100.0,100,100.0,Bank/DBT group — payment-instrument PII,Name/label field
markfed,BID_AGREE_STATUS,Status,e-Auction,dim,,,,str,100.0,3,0.0,,Bid approval status/price
markfed,BID_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,982,100.0,,e-Auction bid ID/amount/quantity
markfed,BID_APPROVAL_PRICE,Benefit/Amount,e-Auction,measure,,,,int64,100.0,969,100.0,,Bid approval status/price
markfed,BID_PRICE,Benefit/Amount,e-Auction,measure,,,,int64,100.0,995,100.0,,Procurement price (MSP or bid price per MT/quintal)
markfed,BID_PRICE_MTS,Benefit/Amount,e-Auction,measure,,,,int64,100.0,983,100.0,,Procurement price (MSP or bid price per MT/quintal)
markfed,BLOCKED_DATETIME,Geography,General,dim,,,,str,100.0,749,0.0,,Date/timestamp field
markfed,BM_CASTE,Identity,Farmer Identity,dim,,,,str,100.0,4,0.0,,Farmer caste/social category (SC/ST/BC/OC/Minority)
markfed,BN_AADHAAR_NUMBER,Identity,Farmer Identity,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Reference number
markfed,BN_ACCOUNT_NAME,Bank/DBT,Payment/Banking,excluded_bank,,,,int64,100.0,100,100.0,Bank/DBT group — payment-instrument PII,Name/label field
markfed,BOD_CASTE,Identity,Farmer Identity,dim,,,,str,100.0,4,0.0,,Bod Caste — operational field
markfed,BOD_MOBILE_NO,Identity,FPO,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Reference number
markfed,BOR_LOGIST_CAPABILITY_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,BOR_SANCTIONED_AMT,Benefit/Amount,General,measure,,,,int64,100.0,984,100.0,,Monetary amount
markfed,BOR_SEED_PRODUCTION,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Bor Seed Production — operational field
markfed,BOX_WEIGHT,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Box Weight — operational field
markfed,BP_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,BQ_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,BRANCH,Bank/DBT,General,excluded_bank,,,,str,100.0,10,0.0,Bank/DBT group — payment-instrument PII,Branch — operational field
markfed,BRANCHNAME,Bank/DBT,General,excluded_bank,,,,str,100.0,120,0.0,Bank/DBT group — payment-instrument PII,Name/label field
markfed,BRANCH_NAME,Bank/DBT,General,excluded_bank,,,,str,100.0,120,0.0,Bank/DBT group — payment-instrument PII,Name/label field
markfed,BY_RAIL_WH_STATUS,Status,Warehouse/Storage,dim,,,,str,100.0,3,0.0,,Status field
markfed,CALL_MOBILE_MODEL,Identity,General,excluded_pii,,,,str,100.0,10,100.0,Identity: personal identifier,Communication/notification field
markfed,CALL_PAGE_ACTIVITY,Crop/Activity,Farmer Identity,dim,,,,str,100.0,10,0.0,,Call Page Activity — operational field
markfed,CANCLE_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,CAO_APPROVAL_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,CAO_APPROVED_ON,Status,Workflow/Status,dim,,,,str,100.0,751,0.0,,Date/timestamp field
markfed,CAO_REQUEST_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,CASTE,Identity,Farmer Identity,dim,caste,,view1_scheme_benefits; view4_markfed_procurement,str,100.0,4,0.0,,Farmer caste/social category (SC/ST/BC/OC/Minority)
markfed,CASTE_ID,Identity,Farmer Identity,dim,,,,str,100.0,4,0.0,,Farmer caste/social category (SC/ST/BC/OC/Minority)
markfed,CASTE_NAME,Identity,Farmer Identity,excluded_pii,,,,str,100.0,4,0.0,Identity: personal identifier,Farmer caste/social category (SC/ST/BC/OC/Minority)
markfed,CATEGORY,Identity,General,dim,,,,str,100.0,4,0.0,,Category — operational field
markfed,CATEGORY_CODE,Identity,General,dim,,,,float64,100.0,1079,100.0,,Code/classification
markfed,CATEGORY_MEDICAL,Identity,General,dim,,,,str,100.0,10,0.0,,Category Medical — operational field
markfed,CATEGORY_NAME,Identity,General,excluded_pii,,,,str,100.0,4,0.0,Identity: personal identifier,Name/label field
markfed,CATEGORY_ORDER,Identity,General,dim,,,,float64,100.0,1077,100.0,,Category Order — operational field
markfed,CATEGORY_TYPE,Identity,General,dim,,,,str,100.0,10,0.0,,Type/category
markfed,CCI_APPROVED_BY,Status,Workflow/Status,dim,,,,str,100.0,10,0.0,,Approval/rejection workflow field
markfed,CCI_APPROVED_ON,Status,Workflow/Status,dim,,,,str,100.0,738,0.0,,Date/timestamp field
markfed,CCI_APPROVED_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,CCI_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,CEO_MOBILE_NO,Identity,General,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,FPO contact/CEO details
markfed,CESS_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,985,100.0,,Cess amount
markfed,CGST_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,987,100.0,,CGST (Central GST) amount/rate
markfed,CHANGE_INVOICE_STATUS,Status,Tax/GST/Invoice,dim,,,,str,100.0,3,0.0,,Status field
markfed,CHM_CASTE,Identity,Farmer Identity,dim,,,,str,100.0,4,0.0,,Chm Caste — operational field
markfed,CHM_MOBILE_NO,Identity,FPO,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Reference number
markfed,CLAIM_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,963,100.0,,Monetary amount
markfed,CLAIM_STATUS,Benefit/Amount,Workflow/Status,dim,,,,str,100.0,3,0.0,Benefit/Amount column holding a 3-value categorical (0.0% numeric) - re-roled to dim,Status field
markfed,CLUSTER_INCHARGE_AADHAAR,Identity,Farmer Identity,excluded_pii,,,,int64,100.0,986,100.0,Identity: personal identifier,Cluster Incharge Aadhaar — operational field
markfed,CLUSTER_INCHARGE_MOBILE,Identity,General,excluded_pii,,,,str,100.0,10,100.0,Identity: personal identifier,Communication/notification field
markfed,CMAPP_DISPATCH_QUANTITY,Produce/Qty,Dispatch/Logistics,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,CMAPP_RO_QUANTITY,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,CMAPP_SALE_CONFIRMED_QUANTITY,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,CM_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,980,100.0,,Monetary amount
markfed,CM_GROSS_WEIGHT,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,961,100.0,,Weight measurement (Net/Gross/Tare) at procurement center
markfed,CM_NET_WEIGHT,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,100,100.0,,Weight measurement (Net/Gross/Tare) at procurement center
markfed,CM_TARE_WEIGHT,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,100,100.0,,Weight measurement (Net/Gross/Tare) at procurement center
markfed,CNT_MOBILE_NO,Identity,General,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Reference number
markfed,COMMODITY_NEML_STATUS,Status,Commodity/Crop,dim,,,,str,100.0,3,0.0,,Status field
markfed,COMPANY_ACCEPTED_STATUS,Status,Tax/GST/Invoice,dim,,,,str,100.0,3,0.0,,Status field
markfed,COMP_SALE_PRICE_MT,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,989,100.0,,Price/rate/cost field
markfed,CONV_CENT_SECT_SCHEME,Crop/Activity,General,dim,,,,str,100.0,10,0.0,,Conv Cent Sect Scheme — operational field
markfed,CONV_OTH_CREDIT_SCHEMES,Crop/Activity,Payment/Banking,dim,,,,str,100.0,10,0.0,,Conv Oth Credit Schemes — operational field
markfed,CONV_OTH_CREDIT_SCHEMES_NAME,Crop/Activity,Payment/Banking,dim,,,,str,100.0,120,0.0,,Name/label field
markfed,CONV_STATE_SPONS_SCHEMES,Crop/Activity,General,dim,,,,str,100.0,10,0.0,,Conv State Spons Schemes — operational field
markfed,CORPORATE_ACCOUNT_NO,Bank/DBT,Payment/Banking,excluded_bank,,,,str,100.0,10,100.0,Bank/DBT group — payment-instrument PII,Bank account number (farmer/beneficiary/corporate)
markfed,CORPORATE_ACCOUNT_NUMBER,Bank/DBT,Payment/Banking,excluded_bank,,,,str,100.0,10,100.0,Bank/DBT group — payment-instrument PII,Bank account number (farmer/beneficiary/corporate)
markfed,CORPORATE_IFSC_CODE,Bank/DBT,Payment/Banking,excluded_bank,,,,str,100.0,10,0.0,Bank/DBT group — payment-instrument PII,Bank IFSC code
markfed,CP_MOBILE_NO,Identity,General,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Reference number
markfed,CREDIT_NARRATION,Identity,Payment/Banking,excluded_pii,,,,str,100.0,10,0.0,Identity: personal identifier,Credit Narration — operational field
markfed,CROP,Crop/Activity,Commodity/Crop,dim,,,,str,100.0,10,0.0,,Commodity/crop field
markfed,CROPNAME,Crop/Activity,Commodity/Crop,dim,,,,str,100.0,10,0.0,,Commodity/crop name
markfed,CROP_CODE,Crop/Activity,Commodity/Crop,dim,,,,float64,100.0,1076,100.0,,Crop code
markfed,CROP_NAME,Crop/Activity,Commodity/Crop,dim,commodity,,view4_markfed_procurement; view7_input_to_market,str,100.0,10,0.0,,Commodity/crop name
markfed,CR_DISTRICT_ID,Geography,Geographic,dim,,,,int64,100.0,12,100.0,,District code/ID
markfed,CR_DIST_CODE,Geography,General,dim,,,,int64,100.0,12,100.0,,District code/ID
markfed,CR_SEASON,Crop/Activity,Commodity/Crop,dim,,,,str,100.0,2,0.0,,Crop season (Kharif/Rabi/Summer)
markfed,CR_VARIETY,Crop/Activity,Commodity/Crop,dim,,,,str,100.0,10,0.0,,Crop/commodity variety
markfed,CR_VARIETY_ID,Crop/Activity,Commodity/Crop,dim,,,,float64,100.0,1080,100.0,,Crop/commodity variety
